Accession,Start,End,Description,Label
NZ_CP015430.1,969966,1006777,"NZ_CP015430.1|1|NZ_CP015430.1:969966-1006777 NZ_CP015430.1 [Haemophilus] ducreyi strain GHA2 chromosome, complete genome",1
NZ_CP015430.1,734841,739214,"NZ_CP015430.1|1|NZ_CP015430.1:734841-739214 NZ_CP015430.1 [Haemophilus] ducreyi strain GHA2 chromosome, complete genome",1
NZ_CP015430.1,758711,762726,"NZ_CP015430.1|1|NZ_CP015430.1:758711-762726 NZ_CP015430.1 [Haemophilus] ducreyi strain GHA2 chromosome, complete genome",1
NZ_CP015430.1,1325922,1337558,"NZ_CP015430.1|1|NZ_CP015430.1:1325922-1337558 NZ_CP015430.1 [Haemophilus] ducreyi strain GHA2 chromosome, complete genome",1
NZ_CP015878.1,469349,501022,"NZ_CP015878.1|1|NZ_CP015878.1:469349-501022 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,802506,808923,"NZ_CP015878.1|1|NZ_CP015878.1:802506-808923 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,1023858,1034248,"NZ_CP015878.1|1|NZ_CP015878.1:1023858-1034248 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,1434700,1531767,"NZ_CP015878.1|1|NZ_CP015878.1:1434700-1531767 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,2146135,2165854,"NZ_CP015878.1|1|NZ_CP015878.1:2146135-2165854 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,2213889,2252253,"NZ_CP015878.1|1|NZ_CP015878.1:2213889-2252253 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,2403797,2457593,"NZ_CP015878.1|1|NZ_CP015878.1:2403797-2457593 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,5297179,5335428,"NZ_CP015878.1|1|NZ_CP015878.1:5297179-5335428 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,5398360,5408607,"NZ_CP015878.1|1|NZ_CP015878.1:5398360-5408607 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,5775948,5788993,"NZ_CP015878.1|1|NZ_CP015878.1:5775948-5788993 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,6247304,6258058,"NZ_CP015878.1|1|NZ_CP015878.1:6247304-6258058 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,6446413,6480448,"NZ_CP015878.1|1|NZ_CP015878.1:6446413-6480448 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,6870221,6875039,"NZ_CP015878.1|1|NZ_CP015878.1:6870221-6875039 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,7184407,7196704,"NZ_CP015878.1|1|NZ_CP015878.1:7184407-7196704 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,129038,133897,"NZ_CP015878.1|1|NZ_CP015878.1:129038-133897 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,342317,351016,"NZ_CP015878.1|1|NZ_CP015878.1:342317-351016 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,1428265,1432707,"NZ_CP015878.1|1|NZ_CP015878.1:1428265-1432707 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,1535062,1541419,"NZ_CP015878.1|1|NZ_CP015878.1:1535062-1541419 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,1541766,1549012,"NZ_CP015878.1|1|NZ_CP015878.1:1541766-1549012 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,2048032,2052611,"NZ_CP015878.1|1|NZ_CP015878.1:2048032-2052611 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,2392180,2403674,"NZ_CP015878.1|1|NZ_CP015878.1:2392180-2403674 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,2513030,2518675,"NZ_CP015878.1|1|NZ_CP015878.1:2513030-2518675 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,2527911,2540696,"NZ_CP015878.1|1|NZ_CP015878.1:2527911-2540696 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,2625949,2634723,"NZ_CP015878.1|1|NZ_CP015878.1:2625949-2634723 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,2648290,2657463,"NZ_CP015878.1|1|NZ_CP015878.1:2648290-2657463 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,2681090,2701038,"NZ_CP015878.1|1|NZ_CP015878.1:2681090-2701038 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,2706484,2712131,"NZ_CP015878.1|1|NZ_CP015878.1:2706484-2712131 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,2722203,2729074,"NZ_CP015878.1|1|NZ_CP015878.1:2722203-2729074 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,2730108,2736082,"NZ_CP015878.1|1|NZ_CP015878.1:2730108-2736082 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,2745076,2753289,"NZ_CP015878.1|1|NZ_CP015878.1:2745076-2753289 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,2953765,2959924,"NZ_CP015878.1|1|NZ_CP015878.1:2953765-2959924 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,2962948,2967392,"NZ_CP015878.1|1|NZ_CP015878.1:2962948-2967392 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,2967717,2975457,"NZ_CP015878.1|1|NZ_CP015878.1:2967717-2975457 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,3025831,3050440,"NZ_CP015878.1|1|NZ_CP015878.1:3025831-3050440 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,3055191,3061775,"NZ_CP015878.1|1|NZ_CP015878.1:3055191-3061775 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,3079903,3085604,"NZ_CP015878.1|1|NZ_CP015878.1:3079903-3085604 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,3109644,3114722,"NZ_CP015878.1|1|NZ_CP015878.1:3109644-3114722 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,3115106,3119771,"NZ_CP015878.1|1|NZ_CP015878.1:3115106-3119771 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,3120567,3126562,"NZ_CP015878.1|1|NZ_CP015878.1:3120567-3126562 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,3127113,3131584,"NZ_CP015878.1|1|NZ_CP015878.1:3127113-3131584 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,3135134,3148119,"NZ_CP015878.1|1|NZ_CP015878.1:3135134-3148119 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,3149259,3156450,"NZ_CP015878.1|1|NZ_CP015878.1:3149259-3156450 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,3165187,3171737,"NZ_CP015878.1|1|NZ_CP015878.1:3165187-3171737 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,3179854,3193004,"NZ_CP015878.1|1|NZ_CP015878.1:3179854-3193004 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,3247602,3252492,"NZ_CP015878.1|1|NZ_CP015878.1:3247602-3252492 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,3282356,3291354,"NZ_CP015878.1|1|NZ_CP015878.1:3282356-3291354 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,3292005,3297838,"NZ_CP015878.1|1|NZ_CP015878.1:3292005-3297838 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,3307143,3317034,"NZ_CP015878.1|1|NZ_CP015878.1:3307143-3317034 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,3320597,3329415,"NZ_CP015878.1|1|NZ_CP015878.1:3320597-3329415 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,3329615,3342372,"NZ_CP015878.1|1|NZ_CP015878.1:3329615-3342372 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,3348320,3361533,"NZ_CP015878.1|1|NZ_CP015878.1:3348320-3361533 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,3362992,3400884,"NZ_CP015878.1|1|NZ_CP015878.1:3362992-3400884 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,3465473,3474917,"NZ_CP015878.1|1|NZ_CP015878.1:3465473-3474917 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,3492027,3502047,"NZ_CP015878.1|1|NZ_CP015878.1:3492027-3502047 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,3504267,3532201,"NZ_CP015878.1|1|NZ_CP015878.1:3504267-3532201 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,3534443,3541895,"NZ_CP015878.1|1|NZ_CP015878.1:3534443-3541895 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,3549311,3555460,"NZ_CP015878.1|1|NZ_CP015878.1:3549311-3555460 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,3632937,3658465,"NZ_CP015878.1|1|NZ_CP015878.1:3632937-3658465 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,3668351,3676469,"NZ_CP015878.1|1|NZ_CP015878.1:3668351-3676469 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,3693149,3699674,"NZ_CP015878.1|1|NZ_CP015878.1:3693149-3699674 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,3734366,3740816,"NZ_CP015878.1|1|NZ_CP015878.1:3734366-3740816 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,3750604,3757672,"NZ_CP015878.1|1|NZ_CP015878.1:3750604-3757672 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,3783038,3798227,"NZ_CP015878.1|1|NZ_CP015878.1:3783038-3798227 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,3824161,3836175,"NZ_CP015878.1|1|NZ_CP015878.1:3824161-3836175 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,3846537,3853513,"NZ_CP015878.1|1|NZ_CP015878.1:3846537-3853513 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,3858161,3865216,"NZ_CP015878.1|1|NZ_CP015878.1:3858161-3865216 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,3865377,3871134,"NZ_CP015878.1|1|NZ_CP015878.1:3865377-3871134 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,3890772,3898595,"NZ_CP015878.1|1|NZ_CP015878.1:3890772-3898595 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,3906890,3911107,"NZ_CP015878.1|1|NZ_CP015878.1:3906890-3911107 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,3911431,3924625,"NZ_CP015878.1|1|NZ_CP015878.1:3911431-3924625 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,3924759,3931063,"NZ_CP015878.1|1|NZ_CP015878.1:3924759-3931063 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,3931835,3945260,"NZ_CP015878.1|1|NZ_CP015878.1:3931835-3945260 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,3967377,3976981,"NZ_CP015878.1|1|NZ_CP015878.1:3967377-3976981 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,3999333,4012803,"NZ_CP015878.1|1|NZ_CP015878.1:3999333-4012803 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,4016845,4025834,"NZ_CP015878.1|1|NZ_CP015878.1:4016845-4025834 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,4026571,4053016,"NZ_CP015878.1|1|NZ_CP015878.1:4026571-4053016 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,4061881,4080628,"NZ_CP015878.1|1|NZ_CP015878.1:4061881-4080628 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,4081664,4086553,"NZ_CP015878.1|1|NZ_CP015878.1:4081664-4086553 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,4088972,4102472,"NZ_CP015878.1|1|NZ_CP015878.1:4088972-4102472 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,4102999,4109557,"NZ_CP015878.1|1|NZ_CP015878.1:4102999-4109557 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,4109626,4113684,"NZ_CP015878.1|1|NZ_CP015878.1:4109626-4113684 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,4116113,4121674,"NZ_CP015878.1|1|NZ_CP015878.1:4116113-4121674 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,4123547,4132496,"NZ_CP015878.1|1|NZ_CP015878.1:4123547-4132496 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,4136460,4142357,"NZ_CP015878.1|1|NZ_CP015878.1:4136460-4142357 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,4147888,4168546,"NZ_CP015878.1|1|NZ_CP015878.1:4147888-4168546 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,4177342,4184182,"NZ_CP015878.1|1|NZ_CP015878.1:4177342-4184182 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,4190646,4209409,"NZ_CP015878.1|1|NZ_CP015878.1:4190646-4209409 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,4257060,4262456,"NZ_CP015878.1|1|NZ_CP015878.1:4257060-4262456 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,4425890,4440060,"NZ_CP015878.1|1|NZ_CP015878.1:4425890-4440060 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,4452455,4460318,"NZ_CP015878.1|1|NZ_CP015878.1:4452455-4460318 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,4468385,4474136,"NZ_CP015878.1|1|NZ_CP015878.1:4468385-4474136 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,4524512,4532711,"NZ_CP015878.1|1|NZ_CP015878.1:4524512-4532711 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,4646512,4657154,"NZ_CP015878.1|1|NZ_CP015878.1:4646512-4657154 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,4664388,4671946,"NZ_CP015878.1|1|NZ_CP015878.1:4664388-4671946 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,4676396,4681726,"NZ_CP015878.1|1|NZ_CP015878.1:4676396-4681726 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,4728723,4740346,"NZ_CP015878.1|1|NZ_CP015878.1:4728723-4740346 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,4764710,4769782,"NZ_CP015878.1|1|NZ_CP015878.1:4764710-4769782 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,4774182,4780335,"NZ_CP015878.1|1|NZ_CP015878.1:4774182-4780335 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,4795502,4821957,"NZ_CP015878.1|1|NZ_CP015878.1:4795502-4821957 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,4823944,4831675,"NZ_CP015878.1|1|NZ_CP015878.1:4823944-4831675 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,4832677,4838609,"NZ_CP015878.1|1|NZ_CP015878.1:4832677-4838609 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,4840234,4852553,"NZ_CP015878.1|1|NZ_CP015878.1:4840234-4852553 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,4852771,4876795,"NZ_CP015878.1|1|NZ_CP015878.1:4852771-4876795 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,4940601,4951905,"NZ_CP015878.1|1|NZ_CP015878.1:4940601-4951905 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,4957631,4964517,"NZ_CP015878.1|1|NZ_CP015878.1:4957631-4964517 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,4987964,4999908,"NZ_CP015878.1|1|NZ_CP015878.1:4987964-4999908 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,5289884,5297203,"NZ_CP015878.1|1|NZ_CP015878.1:5289884-5297203 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,5334660,5346121,"NZ_CP015878.1|1|NZ_CP015878.1:5334660-5346121 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,5520708,5527835,"NZ_CP015878.1|1|NZ_CP015878.1:5520708-5527835 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,6018139,6024212,"NZ_CP015878.1|1|NZ_CP015878.1:6018139-6024212 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,6117116,6127007,"NZ_CP015878.1|1|NZ_CP015878.1:6117116-6127007 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,6261378,6271220,"NZ_CP015878.1|1|NZ_CP015878.1:6261378-6271220 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,6277542,6341363,"NZ_CP015878.1|1|NZ_CP015878.1:6277542-6341363 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,6366752,6379095,"NZ_CP015878.1|1|NZ_CP015878.1:6366752-6379095 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,6827270,6832249,"NZ_CP015878.1|1|NZ_CP015878.1:6827270-6832249 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,6875771,6882296,"NZ_CP015878.1|1|NZ_CP015878.1:6875771-6882296 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,6915236,6920780,"NZ_CP015878.1|1|NZ_CP015878.1:6915236-6920780 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,7233875,7239948,"NZ_CP015878.1|1|NZ_CP015878.1:7233875-7239948 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,384013,399485,"NZ_CP015878.1|1|NZ_CP015878.1:384013-399485 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,417505,423751,"NZ_CP015878.1|1|NZ_CP015878.1:417505-423751 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,426842,436141,"NZ_CP015878.1|1|NZ_CP015878.1:426842-436141 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,437340,442588,"NZ_CP015878.1|1|NZ_CP015878.1:437340-442588 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,456980,476609,"NZ_CP015878.1|1|NZ_CP015878.1:456980-476609 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,669996,677798,"NZ_CP015878.1|1|NZ_CP015878.1:669996-677798 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,751353,756507,"NZ_CP015878.1|1|NZ_CP015878.1:751353-756507 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,1111632,1117848,"NZ_CP015878.1|1|NZ_CP015878.1:1111632-1117848 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,1152444,1160290,"NZ_CP015878.1|1|NZ_CP015878.1:1152444-1160290 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,1433662,1438733,"NZ_CP015878.1|1|NZ_CP015878.1:1433662-1438733 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,1531006,1536847,"NZ_CP015878.1|1|NZ_CP015878.1:1531006-1536847 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,2774713,2781724,"NZ_CP015878.1|1|NZ_CP015878.1:2774713-2781724 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,4054401,4061929,"NZ_CP015878.1|1|NZ_CP015878.1:4054401-4061929 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,4467607,4473531,"NZ_CP015878.1|1|NZ_CP015878.1:4467607-4473531 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,4742017,4759874,"NZ_CP015878.1|1|NZ_CP015878.1:4742017-4759874 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,4776444,4785512,"NZ_CP015878.1|1|NZ_CP015878.1:4776444-4785512 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,4826400,4833082,"NZ_CP015878.1|1|NZ_CP015878.1:4826400-4833082 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,5294345,5300456,"NZ_CP015878.1|1|NZ_CP015878.1:5294345-5300456 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,6873691,6880386,"NZ_CP015878.1|1|NZ_CP015878.1:6873691-6880386 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,6907691,6911844,"NZ_CP015878.1|1|NZ_CP015878.1:6907691-6911844 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,7046464,7056867,"NZ_CP015878.1|1|NZ_CP015878.1:7046464-7056867 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP015878.1,7286127,7295282,"NZ_CP015878.1|1|NZ_CP015878.1:7286127-7295282 NZ_CP015878.1 Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",1
NZ_CP013378.1,3044,31221,"NZ_CP013378.1|1|NZ_CP013378.1:3044-31221 NZ_CP013378.1 Burkholderia pseudomultivorans strain SUB-INT23-BP2 chromosome 1, complete sequence",1
NZ_CP013378.1,178590,188212,"NZ_CP013378.1|1|NZ_CP013378.1:178590-188212 NZ_CP013378.1 Burkholderia pseudomultivorans strain SUB-INT23-BP2 chromosome 1, complete sequence",1
