Accession,Start,End,Description,Label
NZ_CP048279.1,76440,85288,"NZ_CP048279.1|1|NZ_CP048279.1:76440-85288 NZ_CP048279.1 Staphylococcus ursi strain MI 10-1553 chromosome, complete genome",1
NZ_CP048279.1,470338,487567,"NZ_CP048279.1|1|NZ_CP048279.1:470338-487567 NZ_CP048279.1 Staphylococcus ursi strain MI 10-1553 chromosome, complete genome",1
NZ_CP048279.1,547540,558970,"NZ_CP048279.1|1|NZ_CP048279.1:547540-558970 NZ_CP048279.1 Staphylococcus ursi strain MI 10-1553 chromosome, complete genome",1
NZ_CP048279.1,1106664,1122361,"NZ_CP048279.1|1|NZ_CP048279.1:1106664-1122361 NZ_CP048279.1 Staphylococcus ursi strain MI 10-1553 chromosome, complete genome",1
NZ_CP048279.1,1201768,1219480,"NZ_CP048279.1|1|NZ_CP048279.1:1201768-1219480 NZ_CP048279.1 Staphylococcus ursi strain MI 10-1553 chromosome, complete genome",1
NZ_CP048279.1,1229139,1257557,"NZ_CP048279.1|1|NZ_CP048279.1:1229139-1257557 NZ_CP048279.1 Staphylococcus ursi strain MI 10-1553 chromosome, complete genome",1
NZ_CP048279.1,1270387,1282176,"NZ_CP048279.1|1|NZ_CP048279.1:1270387-1282176 NZ_CP048279.1 Staphylococcus ursi strain MI 10-1553 chromosome, complete genome",1
NZ_CP048279.1,2014729,2024884,"NZ_CP048279.1|1|NZ_CP048279.1:2014729-2024884 NZ_CP048279.1 Staphylococcus ursi strain MI 10-1553 chromosome, complete genome",1
NZ_CP048279.1,2561237,2581856,"NZ_CP048279.1|1|NZ_CP048279.1:2561237-2581856 NZ_CP048279.1 Staphylococcus ursi strain MI 10-1553 chromosome, complete genome",1
NZ_CP048279.1,2601524,2649930,"NZ_CP048279.1|1|NZ_CP048279.1:2601524-2649930 NZ_CP048279.1 Staphylococcus ursi strain MI 10-1553 chromosome, complete genome",1
NZ_CP048279.1,2792103,2812332,"NZ_CP048279.1|1|NZ_CP048279.1:2792103-2812332 NZ_CP048279.1 Staphylococcus ursi strain MI 10-1553 chromosome, complete genome",1
NZ_CP048279.1,1110331,1119749,"NZ_CP048279.1|1|NZ_CP048279.1:1110331-1119749 NZ_CP048279.1 Staphylococcus ursi strain MI 10-1553 chromosome, complete genome",1
NZ_CP048279.1,2591589,2597430,"NZ_CP048279.1|1|NZ_CP048279.1:2591589-2597430 NZ_CP048279.1 Staphylococcus ursi strain MI 10-1553 chromosome, complete genome",1
NZ_CP048279.1,41121,52561,"NZ_CP048279.1|1|NZ_CP048279.1:41121-52561 NZ_CP048279.1 Staphylococcus ursi strain MI 10-1553 chromosome, complete genome",1
NZ_CP048279.1,1114757,1119633,"NZ_CP048279.1|1|NZ_CP048279.1:1114757-1119633 NZ_CP048279.1 Staphylococcus ursi strain MI 10-1553 chromosome, complete genome",1
NZ_CP048279.1,1272488,1280923,"NZ_CP048279.1|1|NZ_CP048279.1:1272488-1280923 NZ_CP048279.1 Staphylococcus ursi strain MI 10-1553 chromosome, complete genome",1
NZ_CP045205.1,706590,720018,"NZ_CP045205.1|1|NZ_CP045205.1:706590-720018 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,1187796,1218903,"NZ_CP045205.1|1|NZ_CP045205.1:1187796-1218903 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,1706792,1784805,"NZ_CP045205.1|1|NZ_CP045205.1:1706792-1784805 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,1839341,1868325,"NZ_CP045205.1|1|NZ_CP045205.1:1839341-1868325 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,2107622,2151884,"NZ_CP045205.1|1|NZ_CP045205.1:2107622-2151884 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,2585566,2615392,"NZ_CP045205.1|1|NZ_CP045205.1:2585566-2615392 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,3189394,3202422,"NZ_CP045205.1|1|NZ_CP045205.1:3189394-3202422 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,3521804,3544608,"NZ_CP045205.1|1|NZ_CP045205.1:3521804-3544608 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,3556630,3579025,"NZ_CP045205.1|1|NZ_CP045205.1:3556630-3579025 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,4103733,4129373,"NZ_CP045205.1|1|NZ_CP045205.1:4103733-4129373 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,4596168,4626197,"NZ_CP045205.1|1|NZ_CP045205.1:4596168-4626197 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,4972391,4979978,"NZ_CP045205.1|1|NZ_CP045205.1:4972391-4979978 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,4985505,5087870,"NZ_CP045205.1|1|NZ_CP045205.1:4985505-5087870 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,5173062,5200082,"NZ_CP045205.1|1|NZ_CP045205.1:5173062-5200082 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,5211733,5228537,"NZ_CP045205.1|1|NZ_CP045205.1:5211733-5228537 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,1269130,1278619,"NZ_CP045205.1|1|NZ_CP045205.1:1269130-1278619 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,1462502,1466508,"NZ_CP045205.1|1|NZ_CP045205.1:1462502-1466508 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,1839150,1844764,"NZ_CP045205.1|1|NZ_CP045205.1:1839150-1844764 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,1848919,1858491,"NZ_CP045205.1|1|NZ_CP045205.1:1848919-1858491 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,2074389,2083581,"NZ_CP045205.1|1|NZ_CP045205.1:2074389-2083581 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,2110340,2117822,"NZ_CP045205.1|1|NZ_CP045205.1:2110340-2117822 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,2134575,2143209,"NZ_CP045205.1|1|NZ_CP045205.1:2134575-2143209 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,2554941,2560041,"NZ_CP045205.1|1|NZ_CP045205.1:2554941-2560041 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,2560821,2568580,"NZ_CP045205.1|1|NZ_CP045205.1:2560821-2568580 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,2599634,2607165,"NZ_CP045205.1|1|NZ_CP045205.1:2599634-2607165 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,3189377,3199199,"NZ_CP045205.1|1|NZ_CP045205.1:3189377-3199199 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,3537632,3544482,"NZ_CP045205.1|1|NZ_CP045205.1:3537632-3544482 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,3566434,3577238,"NZ_CP045205.1|1|NZ_CP045205.1:3566434-3577238 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,3762328,3766578,"NZ_CP045205.1|1|NZ_CP045205.1:3762328-3766578 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,3776279,3785260,"NZ_CP045205.1|1|NZ_CP045205.1:3776279-3785260 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,4350370,4357236,"NZ_CP045205.1|1|NZ_CP045205.1:4350370-4357236 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,4589463,4595416,"NZ_CP045205.1|1|NZ_CP045205.1:4589463-4595416 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,4596233,4602388,"NZ_CP045205.1|1|NZ_CP045205.1:4596233-4602388 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,4607424,4612903,"NZ_CP045205.1|1|NZ_CP045205.1:4607424-4612903 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,5184081,5190620,"NZ_CP045205.1|1|NZ_CP045205.1:5184081-5190620 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,5216568,5223805,"NZ_CP045205.1|1|NZ_CP045205.1:5216568-5223805 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,329270,336265,"NZ_CP045205.1|1|NZ_CP045205.1:329270-336265 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,1191126,1196377,"NZ_CP045205.1|1|NZ_CP045205.1:1191126-1196377 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,1468437,1472658,"NZ_CP045205.1|1|NZ_CP045205.1:1468437-1472658 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,1713685,1718008,"NZ_CP045205.1|1|NZ_CP045205.1:1713685-1718008 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,1830219,1834247,"NZ_CP045205.1|1|NZ_CP045205.1:1830219-1834247 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,1838999,1847696,"NZ_CP045205.1|1|NZ_CP045205.1:1838999-1847696 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,2092265,2098014,"NZ_CP045205.1|1|NZ_CP045205.1:2092265-2098014 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,2107313,2111924,"NZ_CP045205.1|1|NZ_CP045205.1:2107313-2111924 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,2113289,2120186,"NZ_CP045205.1|1|NZ_CP045205.1:2113289-2120186 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,2149484,2153484,"NZ_CP045205.1|1|NZ_CP045205.1:2149484-2153484 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,2551399,2562721,"NZ_CP045205.1|1|NZ_CP045205.1:2551399-2562721 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,2585566,2595560,"NZ_CP045205.1|1|NZ_CP045205.1:2585566-2595560 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,2600178,2607027,"NZ_CP045205.1|1|NZ_CP045205.1:2600178-2607027 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,2622192,2626389,"NZ_CP045205.1|1|NZ_CP045205.1:2622192-2626389 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,2688523,2693693,"NZ_CP045205.1|1|NZ_CP045205.1:2688523-2693693 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,2869801,2877325,"NZ_CP045205.1|1|NZ_CP045205.1:2869801-2877325 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,3571797,3578494,"NZ_CP045205.1|1|NZ_CP045205.1:3571797-3578494 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,3785212,3793202,"NZ_CP045205.1|1|NZ_CP045205.1:3785212-3793202 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,3797677,3802008,"NZ_CP045205.1|1|NZ_CP045205.1:3797677-3802008 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,4600129,4604147,"NZ_CP045205.1|1|NZ_CP045205.1:4600129-4604147 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,4607542,4613781,"NZ_CP045205.1|1|NZ_CP045205.1:4607542-4613781 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,4621425,4626197,"NZ_CP045205.1|1|NZ_CP045205.1:4621425-4626197 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,4971397,4975880,"NZ_CP045205.1|1|NZ_CP045205.1:4971397-4975880 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,4984632,4994779,"NZ_CP045205.1|1|NZ_CP045205.1:4984632-4994779 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,5003478,5012642,"NZ_CP045205.1|1|NZ_CP045205.1:5003478-5012642 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,5036119,5041062,"NZ_CP045205.1|1|NZ_CP045205.1:5036119-5041062 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,5057623,5068009,"NZ_CP045205.1|1|NZ_CP045205.1:5057623-5068009 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,5086986,5092061,"NZ_CP045205.1|1|NZ_CP045205.1:5086986-5092061 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,5184625,5190618,"NZ_CP045205.1|1|NZ_CP045205.1:5184625-5190618 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP045205.1,5222063,5228537,"NZ_CP045205.1|1|NZ_CP045205.1:5222063-5228537 NZ_CP045205.1 Citrobacter telavivensis strain 6105 chromosome, complete genome",1
NZ_CP047135.1,941633,1007568,"NZ_CP047135.1|1|NZ_CP047135.1:941633-1007568 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,1036361,1079987,"NZ_CP047135.1|1|NZ_CP047135.1:1036361-1079987 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,1629950,1642456,"NZ_CP047135.1|1|NZ_CP047135.1:1629950-1642456 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,2395065,2442033,"NZ_CP047135.1|1|NZ_CP047135.1:2395065-2442033 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,2717429,2724601,"NZ_CP047135.1|1|NZ_CP047135.1:2717429-2724601 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,2800069,2807706,"NZ_CP047135.1|1|NZ_CP047135.1:2800069-2807706 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,3282757,3324818,"NZ_CP047135.1|1|NZ_CP047135.1:3282757-3324818 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,4584679,4609009,"NZ_CP047135.1|1|NZ_CP047135.1:4584679-4609009 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,4775358,4800357,"NZ_CP047135.1|1|NZ_CP047135.1:4775358-4800357 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,1,11805,"NZ_CP047135.1|1|NZ_CP047135.1:1-11805 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,365438,370400,"NZ_CP047135.1|1|NZ_CP047135.1:365438-370400 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,951363,957930,"NZ_CP047135.1|1|NZ_CP047135.1:951363-957930 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,959203,974601,"NZ_CP047135.1|1|NZ_CP047135.1:959203-974601 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,974899,983512,"NZ_CP047135.1|1|NZ_CP047135.1:974899-983512 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,983666,989201,"NZ_CP047135.1|1|NZ_CP047135.1:983666-989201 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,1007544,1012635,"NZ_CP047135.1|1|NZ_CP047135.1:1007544-1012635 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,1020267,1027150,"NZ_CP047135.1|1|NZ_CP047135.1:1020267-1027150 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,1027313,1037148,"NZ_CP047135.1|1|NZ_CP047135.1:1027313-1037148 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,1047067,1058188,"NZ_CP047135.1|1|NZ_CP047135.1:1047067-1058188 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,1058784,1066076,"NZ_CP047135.1|1|NZ_CP047135.1:1058784-1066076 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,1066230,1079008,"NZ_CP047135.1|1|NZ_CP047135.1:1066230-1079008 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,1653713,1661523,"NZ_CP047135.1|1|NZ_CP047135.1:1653713-1661523 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,1998289,2005661,"NZ_CP047135.1|1|NZ_CP047135.1:1998289-2005661 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,2017928,2026324,"NZ_CP047135.1|1|NZ_CP047135.1:2017928-2026324 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,2171457,2177272,"NZ_CP047135.1|1|NZ_CP047135.1:2171457-2177272 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,2203929,2208793,"NZ_CP047135.1|1|NZ_CP047135.1:2203929-2208793 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,2245525,2250150,"NZ_CP047135.1|1|NZ_CP047135.1:2245525-2250150 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,2308214,2312606,"NZ_CP047135.1|1|NZ_CP047135.1:2308214-2312606 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,2337531,2343240,"NZ_CP047135.1|1|NZ_CP047135.1:2337531-2343240 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,2356445,2362820,"NZ_CP047135.1|1|NZ_CP047135.1:2356445-2362820 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,2363275,2371798,"NZ_CP047135.1|1|NZ_CP047135.1:2363275-2371798 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,2382184,2386239,"NZ_CP047135.1|1|NZ_CP047135.1:2382184-2386239 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,2389518,2396141,"NZ_CP047135.1|1|NZ_CP047135.1:2389518-2396141 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,2396210,2423383,"NZ_CP047135.1|1|NZ_CP047135.1:2396210-2423383 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,2423907,2436852,"NZ_CP047135.1|1|NZ_CP047135.1:2423907-2436852 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,3301809,3308573,"NZ_CP047135.1|1|NZ_CP047135.1:3301809-3308573 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,3758967,3765041,"NZ_CP047135.1|1|NZ_CP047135.1:3758967-3765041 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,3889853,3894479,"NZ_CP047135.1|1|NZ_CP047135.1:3889853-3894479 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,3936250,3950829,"NZ_CP047135.1|1|NZ_CP047135.1:3936250-3950829 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,4083148,4087511,"NZ_CP047135.1|1|NZ_CP047135.1:4083148-4087511 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,4089517,4107291,"NZ_CP047135.1|1|NZ_CP047135.1:4089517-4107291 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,4590701,4613667,"NZ_CP047135.1|1|NZ_CP047135.1:4590701-4613667 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,4724086,4733065,"NZ_CP047135.1|1|NZ_CP047135.1:4724086-4733065 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,4790414,4795088,"NZ_CP047135.1|1|NZ_CP047135.1:4790414-4795088 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,4812905,4825233,"NZ_CP047135.1|1|NZ_CP047135.1:4812905-4825233 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,117140,121709,"NZ_CP047135.1|1|NZ_CP047135.1:117140-121709 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,898928,909611,"NZ_CP047135.1|1|NZ_CP047135.1:898928-909611 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,945150,1012461,"NZ_CP047135.1|1|NZ_CP047135.1:945150-1012461 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,1022418,1029316,"NZ_CP047135.1|1|NZ_CP047135.1:1022418-1029316 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,1052347,1078448,"NZ_CP047135.1|1|NZ_CP047135.1:1052347-1078448 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,1481108,1485137,"NZ_CP047135.1|1|NZ_CP047135.1:1481108-1485137 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,1597194,1601691,"NZ_CP047135.1|1|NZ_CP047135.1:1597194-1601691 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,1653918,1661343,"NZ_CP047135.1|1|NZ_CP047135.1:1653918-1661343 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,2172726,2185031,"NZ_CP047135.1|1|NZ_CP047135.1:2172726-2185031 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,2384132,2438047,"NZ_CP047135.1|1|NZ_CP047135.1:2384132-2438047 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,2633449,2638844,"NZ_CP047135.1|1|NZ_CP047135.1:2633449-2638844 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,2723011,2728074,"NZ_CP047135.1|1|NZ_CP047135.1:2723011-2728074 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,2764228,2777173,"NZ_CP047135.1|1|NZ_CP047135.1:2764228-2777173 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,2791844,2796298,"NZ_CP047135.1|1|NZ_CP047135.1:2791844-2796298 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,2799657,2804196,"NZ_CP047135.1|1|NZ_CP047135.1:2799657-2804196 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,3303143,3324818,"NZ_CP047135.1|1|NZ_CP047135.1:3303143-3324818 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,3395184,3400334,"NZ_CP047135.1|1|NZ_CP047135.1:3395184-3400334 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,3824330,3829785,"NZ_CP047135.1|1|NZ_CP047135.1:3824330-3829785 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,4091957,4100061,"NZ_CP047135.1|1|NZ_CP047135.1:4091957-4100061 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,4572330,4576770,"NZ_CP047135.1|1|NZ_CP047135.1:4572330-4576770 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,4591198,4609810,"NZ_CP047135.1|1|NZ_CP047135.1:4591198-4609810 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,4724161,4732790,"NZ_CP047135.1|1|NZ_CP047135.1:4724161-4732790 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP047135.1,4790652,4795340,"NZ_CP047135.1|1|NZ_CP047135.1:4790652-4795340 NZ_CP047135.1 Stenotrophomonas sp. 364 chromosome, complete genome",1
NZ_CP019428.1,2684,44528,"NZ_CP019428.1|1|NZ_CP019428.1:2684-44528 NZ_CP019428.1 Pseudomonas sp. R76 chromosome, complete genome",1
NZ_CP019428.1,91273,113092,"NZ_CP019428.1|1|NZ_CP019428.1:91273-113092 NZ_CP019428.1 Pseudomonas sp. R76 chromosome, complete genome",1
NZ_CP019428.1,411795,426051,"NZ_CP019428.1|1|NZ_CP019428.1:411795-426051 NZ_CP019428.1 Pseudomonas sp. R76 chromosome, complete genome",1
